,Timestamp,"PM2.5 
(µg/m³)","NO2
 (µg/m³)","SO2
 (µg/m³)","CO
 (mg/m³)","Ozone
 (µg/m³)",,"sub index
 pm 2.5","sub index 
No2","sub index
 So2","sub index
 CO","sub index 
O3",,Overall AQI
654,16-10-2018,45.49,31.06,8.98,0.57,24.01,,75.81666667,38.825,11.225,28.5,24.01,,75.81666667
655,17-10-2018,44.03,42.02,7.78,0.87,17.59,,73.38333333,52.525,9.725,43.5,17.59,,73.38333333
656,18-10-2018,37.92,30.59,4.98,0.52,22.95,,63.2,38.2375,6.225,26,22.95,,63.2
657,19-10-2018,42.22,40.57,5.84,0.6,28.35,,70.36666667,50.7125,7.3,30,28.35,,70.36666667
658,20-10-2018,55.6,44.83,12.08,0.67,32.53,,92.66666667,56.0375,15.1,33.5,32.53,,92.66666667
659,21-10-2018,55.26,42.5,7.84,0.63,33.58,,92.1,53.125,9.8,31.5,33.58,,92.1
660,22-10-2018,62.57,54.67,15.98,0.83,32.32,,108.5666667,68.3375,19.975,41.5,32.32,,108.5666667
661,23-10-2018,58.41,44.58,8.38,1.8,34.22,,97.35,55.725,10.475,90,34.22,,97.35
662,24-10-2018,61.2,51.99,11.37,1.42,30.01,,104,64.9875,14.2125,71,30.01,,104
663,25-10-2018,61.11,50,17.81,0.65,34.4,,103.7,62.5,22.2625,32.5,34.4,,103.7
664,26-10-2018,47.9,51.9,22.95,0.55,39.48,,79.83333333,64.875,28.6875,27.5,39.48,,79.83333333
665,27-10-2018,52.54,66.39,34.71,0.69,40.13,,87.56666667,82.9875,43.3875,34.5,40.13,,87.56666667
666,28-10-2018,46.67,43.6,28.89,0.46,50.58,,77.78333333,54.5,36.1125,23,50.58,,77.78333333
667,29-10-2018,45.06,43.54,29.63,0.43,53.41,,75.1,54.425,37.0375,21.5,53.41,,75.1
668,30-10-2018,48.84,35.9,34.49,0.4,55.74,,81.4,44.875,43.1125,20,55.74,,81.4
669,31-10-2018,40.53,30.67,24.48,0.42,55.84,,67.55,38.3375,30.6,21,55.84,,67.55
670,01-11-2018,38.32,36.03,13.27,0.51,29.85,,63.86666667,45.0375,16.5875,25.5,29.85,,63.86666667
671,02-11-2018,23.44,32.16,7.22,0.54,17.04,,39.06666667,40.2,9.025,27,17.04,,40.2
672,03-11-2018,19.14,28.84,6.29,0.45,21.91,,31.9,36.05,7.8625,22.5,21.91,,36.05
673,04-11-2018,26.06,31.63,5.62,0.64,23.12,,43.43333333,39.5375,7.025,32,23.12,,43.43333333
674,05-11-2018,29.05,40.07,7.35,0.57,26.71,,48.41666667,50.0875,9.1875,28.5,26.71,,50.0875
675,06-11-2018,38.34,41.55,7.53,0.55,31.17,,63.9,51.9375,9.4125,27.5,31.17,,63.9
676,07-11-2018,49.77,42.58,18.49,0.52,32.31,,82.95,53.225,23.1125,26,32.31,,82.95
677,08-11-2018,57.96,33.89,11.1,0.5,40.63,,96.6,42.3625,13.875,25,40.63,,96.6
678,09-11-2018,65.96,40.74,10.9,0.41,41.03,,119.8666667,50.925,13.625,20.5,41.03,,119.8666667
679,10-11-2018,73.68,37.67,18.27,0.47,53.78,,145.6,47.0875,22.8375,23.5,53.78,,145.6
680,11-11-2018,67.27,42.49,23.87,0.48,49.62,,124.2333333,53.1125,29.8375,24,49.62,,124.2333333
681,12-11-2018,70.55,58.95,35.12,0.53,44.64,,135.1666667,73.6875,43.9,26.5,44.64,,135.1666667
682,13-11-2018,72.23,63.09,49.26,0.41,37.48,,140.7666667,78.8625,61.575,20.5,37.48,,140.7666667
683,14-11-2018,74.3,64.92,46.6,0.59,35.33,,147.6666667,81.15,58.25,29.5,35.33,,147.6666667
684,15-11-2018,63.17,51.8,36.23,0.72,29.46,,110.5666667,64.75,45.2875,36,29.46,,110.5666667
685,16-11-2018,57.31,41.17,13.25,0.46,21.12,,95.51666667,51.4625,16.5625,23,21.12,,95.51666667
686,17-11-2018,34.08,27.56,5.41,0.46,15.12,,56.8,34.45,6.7625,23,15.12,,56.8
687,18-11-2018,29.74,23.65,5.63,0.44,14.43,,49.56666667,29.5625,7.0375,22,14.43,,49.56666667
688,19-11-2018,36.32,28.75,6.12,0.46,17.23,,60.53333333,35.9375,7.65,23,17.23,,60.53333333
689,20-11-2018,61.81,31.14,10.02,0.47,27.68,,106.0333333,38.925,12.525,23.5,27.68,,106.0333333
690,21-11-2018,72.4,33.34,19.86,0.43,39.77,,141.3333333,41.675,24.825,21.5,39.77,,141.3333333
691,22-11-2018,72.51,38.04,11.25,0.51,38.08,,141.7,47.55,14.0625,25.5,38.08,,141.7
692,23-11-2018,79.53,37.13,14.89,0.51,38.4,,165.1,46.4125,18.6125,25.5,38.4,,165.1
693,24-11-2018,77.53,50.48,21.63,0.64,41.28,,158.4333333,63.1,27.0375,32,41.28,,158.4333333
694,25-11-2018,75.92,46.41,19.66,0.54,50.47,,153.0666667,58.0125,24.575,27,50.47,,153.0666667
695,26-11-2018,71.5,49.98,30.17,0.54,54.88,,138.3333333,62.475,37.7125,27,54.88,,138.3333333
696,27-11-2018,76.11,62.26,17.5,0.65,42.42,,153.7,77.825,21.875,32.5,42.42,,153.7
697,28-11-2018,78.06,57.45,13.64,0.69,41.31,,160.2,71.8125,17.05,34.5,41.31,,160.2
698,29-11-2018,77.68,59.82,15.13,0.7,35.77,,158.9333333,74.775,18.9125,35,35.77,,158.9333333
699,30-11-2018,75.89,50.89,23.18,0.55,43.53,,152.9666667,63.6125,28.975,27.5,43.53,,152.9666667
700,01-12-2018,75.89,56.49,14.44,0.63,32.1,,152.9666667,70.6125,18.05,31.5,32.1,,152.9666667
701,02-12-2018,77.2,48.05,12.75,0.78,32.94,,157.3333333,60.0625,15.9375,39,32.94,,157.3333333
702,03-12-2018,79.57,41.7,8.25,0.67,37.13,,165.2333333,52.125,10.3125,33.5,37.13,,165.2333333
703,04-12-2018,80.74,42.13,9.78,0.68,35.52,,169.1333333,52.6625,12.225,34,35.52,,169.1333333
704,05-12-2018,78.82,40.1,6.72,0.72,29.84,,162.7333333,50.125,8.4,36,29.84,,162.7333333
705,06-12-2018,74.89,39.06,6.14,0.74,27.31,,149.6333333,48.825,7.675,37,27.31,,149.6333333
706,07-12-2018,76.32,24.66,5.2,0.58,30.48,,154.4,30.825,6.5,29,30.48,,154.4
707,08-12-2018,79.8,27.93,4.2,0.67,36.23,,166,34.9125,5.25,33.5,36.23,,166
708,09-12-2018,78.4,27.42,6.14,0.74,40.55,,161.3333333,34.275,7.675,37,40.55,,161.3333333
709,10-12-2018,80.88,36.22,5.57,0.75,33.46,,169.6,45.275,6.9625,37.5,33.46,,169.6
710,11-12-2018,79.08,35.83,6.21,0.62,34.98,,163.6,44.7875,7.7625,31,34.98,,163.6
711,12-12-2018,80.24,39.43,5.48,0.71,37.16,,167.4666667,49.2875,6.85,35.5,37.16,,167.4666667
712,13-12-2018,80.22,32.63,5.11,0.59,37.55,,167.4,40.7875,6.3875,29.5,37.55,,167.4
713,14-12-2018,74.86,36.04,6.88,0.81,25.58,,149.5333333,45.05,8.6,40.5,25.58,,149.5333333
714,15-12-2018,79.41,28.81,10.85,0.42,42.99,,164.7,36.0125,13.5625,21,42.99,,164.7
715,16-12-2018,81.03,25.51,12.9,0.47,60.02,,170.1,31.8875,16.125,23.5,60.02,,170.1
716,17-12-2018,63.09,20.47,6.81,0.36,35.75,,110.3,25.5875,8.5125,18,35.75,,110.3
717,18-12-2018,34.9,21.97,4.1,0.28,21.83,,58.16666667,27.4625,5.125,14,21.83,,58.16666667
718,19-12-2018,36.87,24.8,5.46,0.38,25.96,,61.45,31,6.825,19,25.96,,61.45
719,20-12-2018,50.35,36.48,10.04,0.63,23.05,,83.91666667,45.6,12.55,31.5,23.05,,83.91666667
720,21-12-2018,71.54,51.34,9.77,0.71,29.43,,138.4666667,64.175,12.2125,35.5,29.43,,138.4666667
721,22-12-2018,77.73,44.22,10.07,0.53,37.42,,159.1,55.275,12.5875,26.5,37.42,,159.1
722,23-12-2018,79.77,37.61,7.76,0.65,39.46,,165.9,47.0125,9.7,32.5,39.46,,165.9
723,24-12-2018,80.5,43.9,9.58,0.67,40.62,,168.3333333,54.875,11.975,33.5,40.62,,168.3333333
724,25-12-2018,77.1,46.64,9.39,0.67,42.67,,157,58.3,11.7375,33.5,42.67,,157
725,26-12-2018,75.1,52.53,7.78,0.86,33.39,,150.3333333,65.6625,9.725,43,33.39,,150.3333333
726,27-12-2018,71.71,38.95,10.82,0.53,33.87,,139.0333333,48.6875,13.525,26.5,33.87,,139.0333333
727,28-12-2018,70.95,48.19,23.5,0.49,44.41,,136.5,60.2375,29.375,24.5,44.41,,136.5
728,29-12-2018,73.6,38.9,23.81,0.45,52.01,,145.3333333,48.625,29.7625,22.5,52.01,,145.3333333
729,30-12-2018,72.89,38.26,16.59,0.59,46.45,,142.9666667,47.825,20.7375,29.5,46.45,,142.9666667
730,31-12-2018,63.68,46.09,24.69,0.71,43.05,,112.2666667,57.6125,30.8625,35.5,43.05,,112.2666667
731,,46.21,28.7,8.21,0.67,26.38,,77.01666667,35.875,10.2625,33.5,26.38,,77.01666667
732,01-01-2019,67.36,69.7,28.98,0.91,34.2,,124.5333333,87.125,36.225,45.5,34.2,,124.5333333
733,02-01-2019,70.55,79.09,18.91,1.15,28.68,,135.1666667,98.8625,23.6375,57.5,28.68,,135.1666667
734,03-01-2019,72.84,69.84,18.75,1.07,39.23,,142.8,87.3,23.4375,53.5,39.23,,142.8
735,04-01-2019,76.27,70.05,18.49,0.86,27.63,,154.2333333,87.5625,23.1125,43,27.63,,154.2333333
736,05-01-2019,77.14,58.78,8.85,0.75,34.34,,157.1333333,73.475,11.0625,37.5,34.34,,157.1333333
737,06-01-2019,79.62,38.89,8.24,0.73,43.55,,165.4,48.6125,10.3,36.5,43.55,,165.4
738,07-01-2019,76.52,55.78,11.87,0.7,36.2,,155.0666667,69.725,14.8375,35,36.2,,155.0666667
739,08-01-2019,75.09,75.46,16.73,0.84,30.77,,150.3,94.325,20.9125,42,30.77,,150.3
740,09-01-2019,78.52,72.59,28.54,0.92,34.25,,161.7333333,90.7375,35.675,46,34.25,,161.7333333
741,10-01-2019,77.74,62.01,16.71,0.77,41.42,,159.1333333,77.5125,20.8875,38.5,41.42,,159.1333333
742,11-01-2019,79.41,39.39,9.08,0.61,39.13,,164.7,49.2375,11.35,30.5,39.13,,164.7
743,12-01-2019,79.49,44.91,6.63,0.71,37.11,,164.9666667,56.1375,8.2875,35.5,37.11,,164.9666667
744,13-01-2019,78.55,34.14,6.22,0.56,38.21,,161.8333333,42.675,7.775,28,38.21,,161.8333333
745,14-01-2019,77.24,43.83,6.93,0.66,34.44,,157.4666667,54.7875,8.6625,33,34.44,,157.4666667
746,15-01-2019,77.76,36.81,10.78,0.57,38.42,,159.2,46.0125,13.475,28.5,38.42,,159.2
747,16-01-2019,77.01,44.63,13.7,0.66,35.98,,156.7,55.7875,17.125,33,35.98,,156.7
748,17-01-2019,76.42,60.11,12.07,0.77,32.27,,154.7333333,75.1375,15.0875,38.5,32.27,,154.7333333
749,18-01-2019,77.77,56.32,11.57,0.7,28.83,,159.2333333,70.4,14.4625,35,28.83,,159.2333333
750,19-01-2019,77.46,54.6,13.98,0.65,31.51,,158.2,68.25,17.475,32.5,31.51,,158.2
751,20-01-2019,71.96,55.81,15.33,0.69,31.43,,139.8666667,69.7625,19.1625,34.5,31.43,,139.8666667
752,21-01-2019,72.4,52.05,10.19,0.65,28.51,,141.3333333,65.0625,12.7375,32.5,28.51,,141.3333333
753,22-01-2019,57.88,39.2,6.31,0.46,31.98,,96.46666667,49,7.8875,23,31.98,,96.46666667
754,23-01-2019,67.26,32.48,6.03,0.45,34.66,,124.2,40.6,7.5375,22.5,34.66,,124.2
755,24-01-2019,69.68,38.12,6,0.55,28.5,,132.2666667,47.65,7.5,27.5,28.5,,132.2666667
756,25-01-2019,40.77,28.89,4.33,0.43,23.79,,67.95,36.1125,5.4125,21.5,23.79,,67.95
757,26-01-2019,38.36,26.18,4.98,0.41,19.5,,63.93333333,32.725,6.225,20.5,19.5,,63.93333333
758,27-01-2019,47.69,22.58,4.49,0.38,13.06,,79.48333333,28.225,5.6125,19,13.06,,79.48333333
759,28-01-2019,75.26,30.74,9.41,0.44,20.75,,150.8666667,38.425,11.7625,22,20.75,,150.8666667
760,29-01-2019,67.08,37.39,10.58,0.37,34.73,,123.6,46.7375,13.225,18.5,34.73,,123.6
761,30-01-2019,57.4,49.13,15.24,0.48,39.96,,95.66666667,61.4125,19.05,24,39.96,,95.66666667
762,31-01-2019,70.46,49.3,8.84,0.6,29.08,,134.8666667,61.625,11.05,30,29.08,,134.8666667
763,01-02-2019,65.21,48.9,5.61,0.58,38.27,,117.3666667,61.125,7.0125,29,38.27,,117.3666667
764,02-02-2019,71.55,50.4,7,0.6,28.39,,138.5,63,8.75,30,28.39,,138.5
765,03-02-2019,78.57,38.4,5.46,0.55,25.49,,161.9,48,6.825,27.5,25.49,,161.9
766,04-02-2019,46.21,26.93,6.53,0.47,45.1,,77.01666667,33.6625,8.1625,23.5,45.1,,77.01666667
767,05-02-2019,68.54,67.2,6.82,0.73,26.8,,128.4666667,84,8.525,36.5,26.8,,128.4666667
768,06-02-2019,76.41,53.89,7.22,0.62,34.05,,154.7,67.3625,9.025,31,34.05,,154.7
769,07-02-2019,68.73,38.08,7.16,0.56,37.41,,129.1,47.6,8.95,28,37.41,,129.1
770,08-02-2019,65.07,45.66,9.72,0.67,34.06,,116.9,57.075,12.15,33.5,34.06,,116.9
771,09-02-2019,56.27,31.76,9.76,0.32,43.37,,93.78333333,39.7,12.2,16,43.37,,93.78333333
772,10-02-2019,55.46,37.73,26.73,0.55,39.87,,92.43333333,47.1625,33.4125,27.5,39.87,,92.43333333
773,11-02-2019,65.49,31.16,8.27,0.61,30.23,,118.3,38.95,10.3375,30.5,30.23,,118.3
774,12-02-2019,69.67,39.55,9.89,0.66,26.36,,132.2333333,49.4375,12.3625,33,26.36,,132.2333333
775,13-02-2019,66.96,42.94,8.19,0.67,32.32,,123.2,53.675,10.2375,33.5,32.32,,123.2
776,14-02-2019,73.51,49.94,6.82,0.71,34.55,,145.0333333,62.425,8.525,35.5,34.55,,145.0333333
777,15-02-2019,48.97,36.7,3.06,0.64,23.43,,81.61666667,45.875,3.825,32,23.43,,81.61666667
778,16-02-2019,51.02,41.72,5.58,0.71,30.67,,85.03333333,52.15,6.975,35.5,30.67,,85.03333333
779,17-02-2019,45.74,26.05,4.64,0.47,32.89,,76.23333333,32.5625,5.8,23.5,32.89,,76.23333333
780,18-02-2019,63.34,38.02,5.23,0.6,35.02,,111.1333333,47.525,6.5375,30,35.02,,111.1333333
781,19-02-2019,59.27,32.68,3.86,0.56,29.15,,98.78333333,40.85,4.825,28,29.15,,98.78333333
782,20-02-2019,38.75,23.84,3.65,0.55,21.27,,64.58333333,29.8,4.5625,27.5,21.27,,64.58333333
783,21-02-2019,41.16,32.27,4.07,0.53,27.68,,68.6,40.3375,5.0875,26.5,27.68,,68.6
784,22-02-2019,48.32,45.08,3.88,0.76,30.72,,80.53333333,56.35,4.85,38,30.72,,80.53333333
785,23-02-2019,58.17,43.73,5.9,0.72,42.39,,96.95,54.6625,7.375,36,42.39,,96.95
786,24-02-2019,51.55,38.82,5.13,0.69,35.12,,85.91666667,48.525,6.4125,34.5,35.12,,85.91666667
787,25-02-2019,52.64,31.07,9.96,0.49,40.35,,87.73333333,38.8375,12.45,24.5,40.35,,87.73333333
788,26-02-2019,50.27,27.94,8,0.42,36.43,,83.78333333,34.925,10,21,36.43,,83.78333333
789,27-02-2019,52.01,23.8,6.36,0.52,31.88,,86.68333333,29.75,7.95,26,31.88,,86.68333333
790,28-02-2019,45.46,25.31,8.66,0.43,37.34,,75.76666667,31.6375,10.825,21.5,37.34,,75.76666667
791,01-03-2019,54.03,29.52,5.79,0.46,27.88,,90.05,36.9,7.2375,23,27.88,,90.05
792,02-03-2019,34.06,19.69,4,0.36,21.56,,56.76666667,24.6125,5,18,21.56,,56.76666667
793,03-03-2019,35.05,18.66,4.12,0.39,25.89,,58.41666667,23.325,5.15,19.5,25.89,,58.41666667
794,04-03-2019,43.33,27.69,9.57,0.33,36.51,,72.21666667,34.6125,11.9625,16.5,36.51,,72.21666667
795,05-03-2019,53.56,29.91,11.17,0.43,33.21,,89.26666667,37.3875,13.9625,21.5,33.21,,89.26666667
796,06-03-2019,61.51,38.68,21.35,0.57,40.5,,105.0333333,48.35,26.6875,28.5,40.5,,105.0333333
797,07-03-2019,69.81,51.69,33.93,0.78,49.51,,132.7,64.6125,42.4125,39,49.51,,132.7
798,08-03-2019,68.31,38,15.14,0.59,33.96,,127.7,47.5,18.925,29.5,33.96,,127.7
799,09-03-2019,53.73,36.59,6.64,0.5,27.53,,89.55,45.7375,8.3,25,27.53,,89.55
800,10-03-2019,47.59,31.87,5.85,0.27,28.46,,79.31666667,39.8375,7.3125,13.5,28.46,,79.31666667
801,11-03-2019,41.38,31.4,6.27,0.34,25.56,,68.96666667,39.25,7.8375,17,25.56,,68.96666667
802,12-03-2019,44.22,32.64,6.29,0.33,29.56,,73.7,40.8,7.8625,16.5,29.56,,73.7
803,13-03-2019,43.3,32.5,6.57,0.45,33.47,,72.16666667,40.625,8.2125,22.5,33.47,,72.16666667
804,14-03-2019,47.4,40.71,8.4,0.57,30.45,,79,50.8875,10.5,28.5,30.45,,79
805,15-03-2019,50.19,36.55,9.17,0.57,34.28,,83.65,45.6875,11.4625,28.5,34.28,,83.65
806,16-03-2019,45.83,31.37,6.56,0.62,32.82,,76.38333333,39.2125,8.2,31,32.82,,76.38333333
807,17-03-2019,40.99,25.36,4.59,0.59,31.05,,68.31666667,31.7,5.7375,29.5,31.05,,68.31666667
808,18-03-2019,42.98,33.78,8.51,0.6,34.72,,71.63333333,42.225,10.6375,30,34.72,,71.63333333
809,19-03-2019,40.8,25.84,5.44,0.69,29.86,,68,32.3,6.8,34.5,29.86,,68
810,20-03-2019,51.33,28.3,5.53,0.7,26.52,,85.55,35.375,6.9125,35,26.52,,85.55
811,21-03-2019,46.83,22.25,5.98,0.7,31.78,,78.05,27.8125,7.475,35,31.78,,78.05
812,22-03-2019,43.15,25.47,7.68,0.69,36.71,,71.91666667,31.8375,9.6,34.5,36.71,,71.91666667
813,23-03-2019,46.56,36.08,7.08,0.82,34.61,,77.6,45.1,8.85,41,34.61,,77.6
814,24-03-2019,56.79,32.4,8.15,0.77,37.45,,94.65,40.5,10.1875,38.5,37.45,,94.65
815,25-03-2019,51.8,40.28,8.33,0.83,31.25,,86.33333333,50.35,10.4125,41.5,31.25,,86.33333333
816,26-03-2019,50.06,43.35,8.1,0.83,34.8,,83.43333333,54.1875,10.125,41.5,34.8,,83.43333333
817,27-03-2019,48.23,35.4,8.87,0.78,39.36,,80.38333333,44.25,11.0875,39,39.36,,80.38333333
818,28-03-2019,59.71,45.48,10.74,0.82,42.24,,99.51666667,56.85,13.425,41,42.24,,99.51666667
819,29-03-2019,67.11,51.45,13.55,0.93,37.5,,123.7,64.3125,16.9375,46.5,37.5,,123.7
820,30-03-2019,61.1,49.55,10.9,1.04,38.63,,103.6666667,61.9375,13.625,52,38.63,,103.6666667
821,31-03-2019,50.19,42.3,9.09,0.87,44.24,,83.65,52.875,11.3625,43.5,44.24,,83.65
822,01-04-2019,42.39,45.08,12.55,0.79,39.67,,70.65,56.35,15.6875,39.5,39.67,,70.65
823,02-04-2019,51.75,38.5,9.12,0.76,35.32,,86.25,48.125,11.4,38,35.32,,86.25
824,03-04-2019,49.76,32.18,7.64,0.8,28.39,,82.93333333,40.225,9.55,40,28.39,,82.93333333
825,04-04-2019,40.23,32.42,6.69,0.75,29.03,,67.05,40.525,8.3625,37.5,29.03,,67.05
826,05-04-2019,33.93,28.45,10.24,0.58,49.65,,56.55,35.5625,12.8,29,49.65,,56.55
827,06-04-2019,45.01,48.57,15.42,0.89,31.27,,75.01666667,60.7125,19.275,44.5,31.27,,75.01666667
828,07-04-2019,35.84,23.03,5.89,0.6,39.49,,59.73333333,28.7875,7.3625,30,39.49,,59.73333333
829,08-04-2019,34.81,41.51,6.32,0.84,30.27,,58.01666667,51.8875,7.9,42,30.27,,58.01666667
830,09-04-2019,47.66,52.96,6.65,1.03,25.36,,79.43333333,66.2,8.3125,51.5,25.36,,79.43333333
831,10-04-2019,48.25,53.1,6.41,0.94,29.9,,80.41666667,66.375,8.0125,47,29.9,,80.41666667
832,11-04-2019,36.81,34.28,6.38,0.65,33.86,,61.35,42.85,7.975,32.5,33.86,,61.35
833,12-04-2019,37.82,29.29,6.89,0.65,41.51,,63.03333333,36.6125,8.6125,32.5,41.51,,63.03333333
834,13-04-2019,38.67,43.07,9.66,0.77,40.37,,64.45,53.8375,12.075,38.5,40.37,,64.45
835,14-04-2019,41.25,41.29,8.96,0.83,33.45,,68.75,51.6125,11.2,41.5,33.45,,68.75
836,15-04-2019,41.04,39.79,8.05,0.62,34.01,,68.4,49.7375,10.0625,31,34.01,,68.4
837,16-04-2019,38.29,33.22,10.44,0.68,40.09,,63.81666667,41.525,13.05,34,40.09,,63.81666667
838,17-04-2019,34.57,23.65,7.65,0.53,36.89,,57.61666667,29.5625,9.5625,26.5,36.89,,57.61666667
839,18-04-2019,44.92,28.83,11.56,0.62,41.65,,74.86666667,36.0375,14.45,31,41.65,,74.86666667
840,19-04-2019,32.89,29.63,5.43,0.66,35.01,,54.81666667,37.0375,6.7875,33,35.01,,54.81666667
841,20-04-2019,26.67,26.37,4.76,0.57,32.73,,44.45,32.9625,5.95,28.5,32.73,,44.45
842,21-04-2019,30.96,29.59,5.37,0.71,33.44,,51.6,36.9875,6.7125,35.5,33.44,,51.6
843,22-04-2019,30.72,31.52,5.41,0.7,30.11,,51.2,39.4,6.7625,35,30.11,,51.2
844,23-04-2019,42.86,50.38,9.11,0.91,36.8,,71.43333333,62.975,11.3875,45.5,36.8,,71.43333333
845,24-04-2019,34.72,46.19,6.2,0.76,38.52,,57.86666667,57.7375,7.75,38,38.52,,57.86666667
846,25-04-2019,41.73,48.51,7.18,0.79,40.32,,69.55,60.6375,8.975,39.5,40.32,,69.55
847,26-04-2019,48.19,36.22,7.91,0.68,28.77,,80.31666667,45.275,9.8875,34,28.77,,80.31666667
848,27-04-2019,57.82,53.16,10.21,0.97,53.84,,96.36666667,66.45,12.7625,48.5,53.84,,96.36666667
849,28-04-2019,46.34,35.72,9.01,0.83,34.78,,77.23333333,44.65,11.2625,41.5,34.78,,77.23333333
850,29-04-2019,50.61,36.61,7.9,0.75,35.88,,84.35,45.7625,9.875,37.5,35.88,,84.35
851,30-04-2019,43.91,33.38,14.08,0.7,46.74,,73.18333333,41.725,17.6,35,46.74,,73.18333333
852,01-05-2019,38.46,31.61,7.34,0.7,36.9,,64.1,39.5125,9.175,35,36.9,,64.1
853,02-05-2019,39.32,28.56,12.33,0.54,42.64,,65.53333333,35.7,15.4125,27,42.64,,65.53333333
854,03-05-2019,32.58,23.54,7.33,0.38,46.32,,54.3,29.425,9.1625,19,46.32,,54.3
855,04-05-2019,36.73,27.88,15.63,0.58,39.37,,61.21666667,34.85,19.5375,29,39.37,,61.21666667
856,05-05-2019,39.67,36.32,19.11,0.79,39.88,,66.11666667,45.4,23.8875,39.5,39.88,,66.11666667
857,06-05-2019,54.85,40.56,27.22,0.61,23.74,,91.41666667,50.7,34.025,30.5,23.74,,91.41666667
858,07-05-2019,46.21,28.7,8.21,0.67,26.38,,77.01666667,35.875,10.2625,33.5,26.38,,77.01666667
859,08-05-2019,46.21,28.7,8.21,0.67,26.38,,77.01666667,35.875,10.2625,33.5,26.38,,77.01666667
860,09-05-2019,46.21,28.7,8.21,0.67,26.38,,77.01666667,35.875,10.2625,33.5,26.38,,77.01666667
861,10-05-2019,50.45,57.98,9.18,1.12,35.41,,84.08333333,72.475,11.475,56,35.41,,84.08333333
862,11-05-2019,47.53,28,8.21,0.67,35.7,,79.21666667,35,10.2625,33.5,35.7,,79.21666667
863,12-05-2019,42.55,34.78,8.21,0.9,48,,70.91666667,43.475,10.2625,45,48,,70.91666667
864,13-05-2019,49.59,36.24,9.34,0.82,61.51,,82.65,45.3,11.675,41,61.51,,82.65
865,14-05-2019,38.05,29.52,7.95,0.64,61.42,,63.41666667,36.9,9.9375,32,61.42,,63.41666667
866,15-05-2019,45.96,40.02,6.29,0.78,41.02,,76.6,50.025,7.8625,39,41.02,,76.6
867,16-05-2019,46.08,32.66,7.05,0.65,44.44,,76.8,40.825,8.8125,32.5,44.44,,76.8
868,17-05-2019,50.96,33.68,8.66,0.73,43.59,,84.93333333,42.1,10.825,36.5,43.59,,84.93333333
869,18-05-2019,50.16,37.28,13.18,0.79,39.22,,83.6,46.6,16.475,39.5,39.22,,83.6
870,19-05-2019,57.31,45.33,16.22,0.86,43.74,,95.51666667,56.6625,20.275,43,43.74,,95.51666667
871,20-05-2019,52.65,26.66,7.69,0.6,46.54,,87.75,33.325,9.6125,30,46.54,,87.75
872,21-05-2019,48.12,27.83,7.59,0.54,44.38,,80.2,34.7875,9.4875,27,44.38,,80.2
873,22-05-2019,41.4,32.96,9.68,0.71,51.8,,69,41.2,12.1,35.5,51.8,,69
874,23-05-2019,42.77,24.06,8.46,0.67,54.57,,71.28333333,30.075,10.575,33.5,54.57,,71.28333333
875,24-05-2019,23.02,40.38,10.9,1,44.32,,38.36666667,50.475,13.625,50,44.32,,50.475
876,25-05-2019,55.2,45.14,13.54,0.92,41.41,,92,56.425,16.925,46,41.41,,92
877,26-05-2019,50.41,44.84,11.8,0.88,41.49,,84.01666667,56.05,14.75,44,41.49,,84.01666667
878,27-05-2019,44.81,36.72,11.88,0.83,35.09,,74.68333333,45.9,14.85,41.5,35.09,,74.68333333
879,28-05-2019,42.14,32.54,8.73,0.8,41.65,,70.23333333,40.675,10.9125,40,41.65,,70.23333333
880,29-05-2019,49.85,36.18,8.04,0.83,41.08,,83.08333333,45.225,10.05,41.5,41.08,,83.08333333
881,30-05-2019,41.88,28.22,8.85,0.67,39.91,,69.8,35.275,11.0625,33.5,39.91,,69.8
882,31-05-2019,37.48,28.22,5.89,0.81,40.52,,62.46666667,35.275,7.3625,40.5,40.52,,62.46666667
883,01-06-2019,37.85,36.77,7.66,0.77,39.14,,63.08333333,45.9625,9.575,38.5,39.14,,63.08333333
884,02-06-2019,48,41.93,8.26,1.11,30.61,,80,52.4125,10.325,55.5,30.61,,80
885,03-06-2019,34.1,17.87,7.02,0.57,33.68,,56.83333333,22.3375,8.775,28.5,33.68,,56.83333333
886,04-06-2019,46.21,28.7,8.21,0.67,26.38,,77.01666667,35.875,10.2625,33.5,26.38,,77.01666667
887,05-06-2019,49.79,65.09,7.15,1.6,38.4,,82.98333333,81.3625,8.9375,80,38.4,,82.98333333
888,06-06-2019,39.12,29.61,5.61,0.38,25.05,,65.2,37.0125,7.0125,19,25.05,,65.2
889,07-06-2019,33.91,29.39,7.01,0.79,55.01,,56.51666667,36.7375,8.7625,39.5,55.01,,56.51666667
890,08-06-2019,41.2,54.47,6.41,1.12,31.38,,68.66666667,68.0875,8.0125,56,31.38,,68.66666667
891,09-06-2019,33.9,33.58,5.66,0.68,44.23,,56.5,41.975,7.075,34,44.23,,56.5
892,10-06-2019,28.67,27.09,8.47,0.58,44.08,,47.78333333,33.8625,10.5875,29,44.08,,47.78333333
893,11-06-2019,16.84,20.85,4.87,0.53,30.52,,28.06666667,26.0625,6.0875,26.5,30.52,,30.52
894,12-06-2019,9.59,12.5,4.07,0.42,30.48,,15.98333333,15.625,5.0875,21,30.48,,30.48
895,13-06-2019,16.04,16.93,7.55,0.47,19.68,,26.73333333,21.1625,9.4375,23.5,19.68,,26.73333333
